trip_id,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,trip_distance,fare_amount,passenger_count,payment_type
1546,2024-03-26 04:18:00,2024-03-26 04:23:00,17,4,4.56,16.61,2.0,2
1547,2024-03-16 19:28:00,2024-03-16 19:35:35,17,1,1.04,5.79,1.0,2
1548,2024-03-13 19:17:00,2024-03-13 19:37:55,4,10,2.23,9.47,1.0,2
1549,2024-03-24 23:51:00,2024-03-24 23:53:32,6,6,1.31,6.76,1.0,1
1550,2024-03-31 07:18:00,2024-03-31 08:13:36,1,8,15.09,46.37,1.0,2
1551,2024-03-13 09:52:00,2024-03-13 10:25:20,16,15,2.44,8.82,1.0,2
1552,2024-03-03 18:23:00,2024-03-03 18:37:52,16,9,3.82,12.16,2.0,2
1553,2024-03-31 03:06:00,2024-03-31 03:31:43,18,15,6.92,20.42,1.0,1
1554,2024-03-06 17:45:00,2024-03-06 17:48:57,10,7,9.11,24.43,2.0,2
1555,2024-03-21 00:32:00,2024-03-21 00:50:56,10,15,2.14,8.47,1.0,1
1556,2024-03-20 04:55:00,2024-03-20 05:13:47,6,19,1.97,7.59,1.0,1
1557,2024-03-29 18:20:00,2024-03-29 18:33:36,14,17,0.98,5.82,3.0,1
1558,2024-03-09 16:37:00,2024-03-09 16:56:58,16,14,1.9,8.69,1.0,2
1559,2024-03-01 12:29:00,2024-03-01 13:13:50,10,20,1.09,5.91,1.0,1
1560,2024-03-28 04:57:00,2024-03-28 05:57:12,10,4,0.87,5.12,1.0,2
1561,2024-03-07 04:16:00,2024-03-07 04:34:16,6,12,6.4,22.14,1.0,1
1562,2024-03-08 09:57:00,2024-03-08 10:00:06,8,18,2.04,8.86,1.0,1
1563,2024-03-26 23:52:00,2024-03-27 00:18:29,20,12,3.71,13.18,2.0,1
1564,2024-03-03 17:48:00,2024-03-03 17:49:40,19,3,1.97,9.03,4.0,2
1565,2024-03-22 01:45:00,2024-03-22 01:59:10,15,9,0.85,5.54,2.0,1
1566,2024-03-08 04:32:00,2024-03-08 04:56:16,8,3,2.36,9.62,1.0,1
1567,2024-03-27 06:58:00,2024-03-27 07:07:27,7,12,1.7,8.4,2.0,2
1568,2024-03-11 20:35:00,2024-03-11 20:39:04,10,14,3.72,13.6,1.0,1
1569,2024-03-19 22:05:00,2024-03-19 22:17:06,2,16,4.86,16.83,1.0,2
1570,2024-03-12 14:29:00,2024-03-12 14:56:14,7,12,6.95,20.33,2.0,1
1571,2024-03-27 19:07:00,2024-03-27 19:17:56,14,6,1.6,-5.0,1.0,2
1572,2024-03-14 20:23:00,2024-03-14 20:46:34,14,18,1.8,7.8,1.0,2
1573,2024-03-07 00:05:00,2024-03-07 00:15:30,4,17,5.19,17.02,1.0,1
1574,2024-03-21 15:39:00,2024-03-21 15:58:32,12,1,7.25,19.78,1.0,1
1575,2024-03-17 17:30:00,2024-03-17 17:56:32,8,18,3.16,12.49,1.0,1
1576,2024-03-26 22:16:00,2024-03-26 22:30:07,5,7,4.81,18.31,1.0,3
1577,2024-03-12 12:02:00,2024-03-12 12:51:14,13,11,3.4,13.35,1.0,1
1578,2024-03-16 13:38:00,2024-03-16 13:51:04,14,4,2.33,10.39,1.0,1
1579,2024-03-17 20:34:00,2024-03-17 20:40:30,17,15,2.18,9.74,1.0,1
1580,2024-03-09 07:52:00,2024-03-09 08:34:45,15,11,1.95,7.75,2.0,2
1581,2024-03-03 18:02:00,2024-03-03 18:13:30,16,20,2.11,8.9,2.0,2
1582,2024-03-02 02:41:00,2024-03-02 02:42:08,9,9,4.47,14.65,1.0,1
1583,2024-03-29 22:34:00,2024-03-29 22:48:16,11,6,4.33,13.39,1.0,3
1584,2024-03-24 20:22:00,2024-03-24 20:32:41,6,10,3.32,12.58,1.0,1
1585,2024-03-06 04:10:00,2024-03-06 04:22:50,1,16,2.95,10.97,1.0,1
1586,2024-03-11 11:46:00,2024-03-11 11:51:54,4,8,4.43,12.9,2.0,1
1587,2024-03-08 11:28:00,2024-03-08 11:42:16,14,11,6.49,17.73,2.0,1
1588,2024-03-03 18:54:00,2024-03-03 19:01:40,10,18,1.63,6.88,1.0,1
1589,2024-03-06 05:09:00,2024-03-06 05:25:09,9,20,1.02,5.96,1.0,1
1590,2024-03-08 12:30:00,2024-03-08 12:39:53,3,4,6.3,19.27,3.0,1
1591,2024-03-12 11:47:00,2024-03-12 12:00:06,20,6,3.42,13.56,1.0,1
1592,2024-03-27 07:38:00,2024-03-27 08:02:14,9,3,2.08,9.17,1.0,2
1593,2024-03-26 16:53:00,2024-03-26 17:36:17,9,7,1.08,6.16,1.0,2
1594,2024-03-23 23:43:00,2024-03-23 23:58:22,2,19,0.69,4.63,1.0,1
1595,2024-03-07 14:20:00,2024-03-07 14:32:51,12,16,1.86,7.14,1.0,2
1596,2024-03-11 00:26:00,2024-03-11 00:46:39,18,16,1.27,6.94,2.0,2
1597,2024-03-29 23:05:00,2024-03-29 23:40:03,4,5,3.46,11.56,1.0,1
1598,2024-03-23 15:40:00,2024-03-23 16:17:20,17,13,2.65,10.67,2.0,2
1599,2024-03-05 06:05:00,2024-03-05 06:37:23,10,1,0.99,5.76,2.0,1
1600,2024-03-19 14:49:00,2024-03-19 14:52:44,5,9,0.1,3.26,1.0,1
1601,2024-03-28 05:31:00,2024-03-28 05:44:04,4,6,2.36,10.06,1.0,3
1602,2024-03-14 15:02:00,2024-03-14 15:25:37,10,16,2.43,10.36,1.0,1
1603,2024-03-15 07:35:00,2024-03-15 08:06:02,2,14,0.31,3.91,1.0,1
1604,2024-03-11 16:36:00,2024-03-11 16:51:21,18,9,5.9,17.61,1.0,1
1605,2024-03-17 23:05:00,2024-03-17 23:20:00,18,7,1.26,5.93,3.0,1
1606,2024-03-13 06:56:00,2024-03-13 07:04:03,6,13,1.8,8.0,1.0,1
1607,2024-03-31 20:07:00,2024-03-31 20:21:33,5,13,3.42,11.34,1.0,1
1608,2024-03-28 22:01:00,2024-03-28 22:18:57,18,9,2.55,8.96,1.0,1
1609,2024-03-02 17:28:00,2024-03-02 17:30:07,18,6,2.33,9.49,1.0,1
1610,2024-03-20 00:05:00,2024-03-20 00:35:12,1,3,7.36,20.04,1.0,2
1611,2024-03-19 16:53:00,2024-03-19 17:07:26,12,5,3.16,10.55,1.0,2
1612,2024-03-15 04:48:00,2024-03-15 05:08:36,13,12,6.99,18.42,3.0,2
1613,2024-03-10 15:00:00,2024-03-10 15:07:31,17,17,1.81,8.52,1.0,2
1614,2024-03-29 17:35:00,2024-03-29 17:47:52,10,10,3.14,11.15,4.0,1
1615,2024-03-25 12:50:00,2024-03-25 13:33:56,2,14,3.32,13.5,1.0,1
1616,2024-03-08 03:10:00,2024-03-08 03:30:58,14,14,1.44,6.73,1.0,1
1617,2024-03-05 04:40:00,2024-03-05 04:54:29,3,18,2.64,9.11,1.0,1
1618,2024-03-26 10:45:00,2024-03-26 11:06:45,4,16,1.26,5.86,1.0,1
1619,2024-03-16 18:55:00,2024-03-16 19:02:18,4,14,0.57,4.35,1.0,2
1620,2024-03-04 10:46:00,2024-03-04 10:52:38,1,8,7.16,22.51,1.0,2
1621,2024-03-09 08:18:00,2024-03-09 08:37:53,18,9,5.64,20.14,4.0,1
1622,2024-03-16 04:17:00,2024-03-16 04:27:06,6,11,3.84,14.82,2.0,2
1623,2024-03-24 18:11:00,2024-03-24 18:13:56,18,6,1.31,6.87,2.0,1
1624,2024-03-21 00:31:00,2024-03-21 00:38:27,13,20,3.21,11.11,2.0,1
1625,2024-03-01 01:42:00,2024-03-01 01:59:36,8,14,2.78,11.29,1.0,2
1626,2024-03-04 04:10:00,2024-03-04 04:19:05,20,20,3.94,14.25,1.0,2
1627,2024-03-02 17:52:00,2024-03-02 18:38:46,4,8,4.2,13.23,1.0,2
1628,2024-03-02 09:48:00,2024-03-02 09:57:49,11,10,3.68,14.69,1.0,1
1629,2024-03-21 14:15:00,2024-03-21 14:21:12,6,9,2.49,9.58,1.0,1
1630,2024-03-07 04:37:00,2024-03-07 04:58:05,19,5,1.99,8.77,1.0,1
1631,2024-03-22 00:54:00,2024-03-22 01:04:50,11,9,9.4,25.2,1.0,1
1632,2024-03-23 05:09:00,2024-03-23 05:34:20,9,6,1.86,8.67,3.0,2
1633,2024-03-12 12:51:00,2024-03-12 13:07:45,12,9,1.44,6.22,2.0,1
1634,2024-03-15 15:48:00,2024-03-15 15:57:20,5,9,3.25,11.98,1.0,1
1635,2024-03-20 04:49:00,2024-03-20 05:12:41,7,2,2.19,9.51,2.0,1
1636,2024-03-29 21:07:00,2024-03-29 21:23:22,8,11,5.34,19.91,1.0,1
1637,2024-03-13 10:19:00,2024-03-13 10:24:22,6,17,1.13,6.58,1.0,1
1638,2024-03-13 19:11:00,2024-03-13 19:29:15,2,7,3.54,12.47,3.0,1
1639,2024-03-03 12:21:00,2024-03-03 12:34:29,5,19,3.71,14.61,1.0,1
1640,2024-03-20 17:50:00,2024-03-20 18:35:51,19,13,5.72,17.72,1.0,1
1641,2024-03-07 12:42:00,2024-03-07 13:05:51,8,8,2.26,10.21,2.0,1
1642,2024-03-12 04:02:00,2024-03-12 04:13:34,3,19,6.87,22.25,1.0,1
1643,2024-03-31 10:09:00,2024-03-31 10:39:09,11,11,3.09,10.32,1.0,1
1644,2024-03-02 16:12:00,2024-03-02 16:35:46,17,2,3.26,12.07,1.0,2
1645,2024-03-07 02:18:00,2024-03-07 02:39:38,17,4,1.07,6.26,1.0,1
1646,2024-03-29 12:26:00,2024-03-29 12:35:03,3,16,5.77,15.69,1.0,1
1647,2024-03-07 06:17:00,2024-03-07 06:22:47,19,18,4.44,13.86,1.0,1
1648,2024-03-24 06:51:00,2024-03-24 07:08:44,14,9,3.2,10.67,1.0,1
1649,2024-03-27 14:17:00,2024-03-27 14:33:58,11,1,3.12,10.93,1.0,1
1650,2024-03-13 11:41:00,2024-03-13 12:04:06,17,3,7.69,20.02,1.0,3
1651,2024-03-08 13:49:00,2024-03-08 14:01:33,12,17,0.41,4.04,1.0,1
1652,2024-03-09 13:33:00,2024-03-09 14:02:53,20,8,5.12,15.17,1.0,1
1653,2024-03-11 02:40:00,2024-03-11 02:51:41,12,14,2.54,10.99,1.0,1
1654,2024-03-08 14:15:00,2024-03-08 14:19:51,6,1,0.9,5.22,1.0,1
1655,2024-03-26 12:11:00,2024-03-26 12:46:50,20,20,3.7,14.64,1.0,1
1656,2024-03-25 15:06:00,2024-03-25 15:20:33,15,13,0.21,3.58,1.0,1
1657,2024-03-11 03:22:00,2024-03-11 03:43:14,6,17,2.84,10.41,2.0,1
1658,2024-03-02 12:37:00,2024-03-02 13:28:51,9,5,3.17,11.39,1.0,2
1659,2024-03-18 14:32:00,2024-03-18 15:31:26,5,20,0.95,5.77,3.0,1
1660,2024-03-12 12:25:00,2024-03-12 12:36:06,19,11,4.68,15.39,1.0,2
1661,2024-03-23 19:02:00,2024-03-23 19:34:39,5,12,4.66,13.44,2.0,1
1662,2024-03-07 16:10:00,2024-03-07 16:27:40,7,18,5.33,18.73,1.0,1
1663,2024-03-27 19:05:00,2024-03-27 19:33:35,20,20,3.07,10.84,2.0,1
1664,2024-03-10 03:06:00,2024-03-10 03:21:08,9,17,3.91,11.73,1.0,3
1665,2024-03-04 12:11:00,2024-03-04 12:18:22,20,14,2.01,8.02,2.0,1
1666,2024-03-27 07:31:00,2024-03-27 08:05:15,4,18,0.44,4.02,2.0,1
1667,2024-03-24 14:58:00,2024-03-24 15:01:54,13,11,4.43,14.73,1.0,1
1668,2024-03-23 10:34:00,2024-03-23 10:40:34,5,9,9.39,32.68,2.0,1
1669,2024-03-18 05:41:00,2024-03-18 05:59:26,12,7,5.95,18.91,1.0,1
1670,2024-03-07 05:11:00,2024-03-07 06:04:41,9,16,4.18,12.42,1.0,1
1671,2024-03-07 04:42:00,2024-03-07 04:55:17,3,13,3.62,13.93,1.0,2
1672,2024-03-20 23:27:00,2024-03-20 23:48:16,16,6,1.48,6.83,4.0,3
1673,2024-03-17 11:21:00,2024-03-17 11:31:13,16,16,3.31,13.09,1.0,1
1674,2024-03-19 14:01:00,2024-03-19 14:22:48,17,11,0.73,4.94,2.0,3
1675,2024-03-27 00:20:00,2024-03-27 00:38:51,1,6,9.99,34.85,0.0,1
1676,2024-03-20 04:18:00,2024-03-20 04:36:16,4,3,2.9,10.91,1.0,1
1677,2024-03-25 23:23:00,2024-03-25 23:26:46,19,3,8.16,23.04,2.0,2
1678,2024-03-04 16:21:00,2024-03-04 16:44:40,15,10,5.03,16.34,1.0,1
1679,2024-03-09 11:42:00,2024-03-09 12:01:45,10,17,1.84,8.62,2.0,1
1680,2024-03-09 03:01:00,2024-03-09 03:20:39,13,8,1.15,5.57,1.0,2
1681,2024-03-13 11:45:00,2024-03-13 11:56:04,3,18,3.89,13.57,1.0,2
1682,2024-03-17 00:55:00,2024-03-17 01:01:39,11,17,3.56,13.39,1.0,2
1683,2024-03-09 16:11:00,2024-03-09 16:16:48,1,4,8.78,22.56,1.0,1
1684,2024-03-06 12:03:00,2024-03-06 12:07:47,14,17,2.29,9.96,2.0,2
1685,2024-03-29 01:51:00,2024-03-29 01:58:47,1,14,1.45,6.4,1.0,1
1686,2024-03-30 05:23:00,2024-03-30 05:27:59,2,16,7.44,26.21,4.0,1
1687,2024-03-03 18:36:00,2024-03-03 18:57:41,4,6,3.99,15.48,1.0,1
1688,2024-03-13 13:09:00,2024-03-13 13:41:19,2,12,4.16,12.92,2.0,1
1689,2024-03-02 05:47:00,2024-03-02 05:51:20,13,10,2.1,8.11,1.0,2
1690,2024-03-08 16:17:00,2024-03-08 16:41:00,16,10,2.82,9.81,1.0,1
1691,2024-03-16 15:16:00,2024-03-16 15:32:10,8,5,1.49,7.01,1.0,3
1692,2024-03-21 08:12:00,2024-03-21 08:16:08,9,16,7.78,23.53,1.0,1
1693,2024-03-18 19:56:00,2024-03-18 20:09:21,10,2,3.53,13.93,1.0,3
1694,2024-03-13 06:18:00,2024-03-13 06:58:50,7,11,2.33,9.03,1.0,1
1695,2024-03-06 16:13:00,2024-03-06 16:39:58,20,16,6.33,22.98,1.0,3
1696,2024-03-18 02:49:00,2024-03-18 02:52:09,18,17,0.57,4.3,1.0,1
1697,2024-03-02 07:31:00,2024-03-02 07:55:49,6,5,4.14,12.41,1.0,1
1698,2024-03-07 19:52:00,2024-03-07 20:06:03,12,2,1.8,8.44,1.0,1
1699,2024-03-04 20:04:00,2024-03-04 20:16:59,11,6,3.35,13.42,1.0,2
1700,2024-03-16 18:48:00,2024-03-16 18:58:34,15,14,5.64,20.49,1.0,1
1701,2024-03-04 11:24:00,2024-03-04 11:31:01,16,17,0.82,5.54,1.0,2
1702,2024-03-03 15:20:00,2024-03-03 15:29:31,17,7,4.76,14.76,1.0,1
1703,2024-03-07 00:38:00,2024-03-07 01:02:24,15,16,3.31,12.01,1.0,1
1704,2024-03-18 04:46:00,2024-03-18 05:23:14,2,7,2.7,10.41,1.0,1
1705,2024-03-29 18:12:00,2024-03-29 18:32:44,2,17,3.51,12.9,1.0,1
1706,2024-03-30 12:43:00,2024-03-30 12:53:29,13,3,1.0,6.17,1.0,1
1707,2024-03-02 10:28:00,2024-03-02 10:46:29,11,14,6.23,16.95,1.0,1
1708,2024-03-31 19:50:00,2024-03-31 19:58:15,17,10,4.14,15.79,1.0,1
1709,2024-03-03 20:10:00,2024-03-03 20:20:06,9,14,1.08,6.19,1.0,1
1710,2024-03-26 08:01:00,2024-03-26 08:16:30,1,19,5.54,17.2,1.0,1
1711,2024-03-27 21:51:00,2024-03-27 22:11:55,12,15,2.88,11.85,2.0,1
1712,2024-03-02 06:25:00,2024-03-02 06:35:32,7,3,1.78,8.01,2.0,1
1713,2024-03-20 05:42:00,2024-03-20 06:14:04,3,6,1.02,5.85,4.0,1
1714,2024-03-23 02:31:00,2024-03-23 02:40:18,16,10,2.74,9.97,1.0,1
1715,2024-03-07 03:07:00,2024-03-07 03:12:47,18,7,1.11,5.53,1.0,1
1716,2024-03-04 02:07:00,2024-03-04 02:26:55,18,6,0.33,3.76,2.0,2
1717,2024-03-22 00:22:00,2024-03-22 00:27:46,4,4,1.19,6.78,1.0,2
1718,2024-03-10 13:41:00,2024-03-10 13:59:13,4,5,1.9,7.79,2.0,1
1719,2024-03-15 15:53:00,2024-03-15 16:07:41,8,6,4.9,13.89,1.0,3
1720,2024-03-16 21:28:00,2024-03-16 21:37:45,1,1,0.62,4.42,1.0,2
1721,2024-03-08 06:47:00,2024-03-08 07:03:27,2,1,1.27,5.83,1.0,1
1722,2024-03-14 16:09:00,2024-03-14 16:25:49,11,14,4.4,16.26,1.0,1
1723,2024-03-21 15:29:00,2024-03-21 15:47:53,5,1,3.86,14.68,0.0,1
1724,2024-03-05 05:28:00,2024-03-05 05:53:37,17,5,6.87,22.71,1.0,3
1725,2024-03-14 03:46:00,2024-03-14 04:11:21,9,19,0.48,4.44,1.0,1
1726,2024-03-06 10:24:00,2024-03-06 10:32:58,16,19,1.89,8.32,1.0,1
1727,2024-03-17 00:13:00,2024-03-17 00:21:09,10,3,2.66,10.33,2.0,1
1728,2024-03-20 01:11:00,2024-03-20 01:23:33,11,11,3.72,13.31,1.0,1
1729,2024-03-02 15:26:00,2024-03-02 15:35:55,20,9,1.6,6.85,3.0,1
1730,2024-03-17 00:36:00,2024-03-17 00:49:14,6,6,4.49,14.18,1.0,3
1731,2024-03-06 16:50:00,2024-03-06 17:03:51,7,17,1.55,7.35,1.0,1
1732,2024-03-12 06:11:00,2024-03-12 06:42:58,3,19,2.88,9.83,1.0,2
1733,2024-03-20 07:22:00,2024-03-20 07:41:41,19,19,2.46,10.05,2.0,2
1734,2024-03-14 20:21:00,2024-03-14 20:41:38,8,18,1.64,6.98,1.0,1
1735,2024-03-04 21:38:00,2024-03-04 22:33:59,20,2,1.05,5.74,1.0,2
1736,2024-03-07 11:29:00,2024-03-07 11:34:49,5,1,1.63,6.74,1.0,2
1737,2024-03-01 09:29:00,2024-03-01 10:11:44,18,4,1.12,6.29,1.0,1
1738,2024-03-12 15:07:00,2024-03-12 15:18:29,10,7,1.44,6.42,1.0,2
1739,2024-03-01 03:13:00,2024-03-01 03:21:58,19,13,8.46,28.04,2.0,1
1740,2024-03-29 06:59:00,2024-03-29 07:35:44,19,7,0.34,3.91,1.0,2
1741,2024-03-12 10:32:00,2024-03-12 10:51:39,11,3,3.49,11.84,1.0,1
1742,2024-03-04 21:13:00,2024-03-04 21:17:48,15,3,4.74,16.99,1.0,1
1743,2024-03-21 19:28:00,2024-03-21 19:54:10,16,15,5.78,17.88,1.0,3
1744,2024-03-15 21:12:00,2024-03-15 21:30:36,14,20,0.6,4.81,1.0,1
1745,2024-03-20 03:19:00,2024-03-20 03:46:32,5,20,0.6,4.43,1.0,1
1746,2024-03-28 14:01:00,2024-03-28 14:39:49,10,13,4.05,12.17,1.0,1
1747,2024-03-06 04:05:00,2024-03-06 04:28:33,18,12,0.52,4.4,1.0,1
1748,2024-03-25 17:57:00,2024-03-25 17:59:48,8,6,0.67,4.5,1.0,1
1749,2024-03-15 21:52:00,2024-03-15 22:00:16,12,6,4.88,14.57,3.0,2
1750,2024-03-30 20:20:00,2024-03-30 20:27:23,17,18,1.55,7.48,2.0,1
1751,2024-03-31 05:17:00,2024-03-31 05:23:34,5,20,0.3,3.85,1.0,1
1752,2024-03-19 21:36:00,2024-03-19 22:06:26,10,1,2.5,10.29,1.0,2
1753,2024-03-17 22:01:00,2024-03-17 22:09:16,1,16,0.75,5.28,1.0,1
1754,2024-03-13 05:05:00,2024-03-13 05:31:30,17,3,1.15,6.12,1.0,1
1755,2024-03-02 03:45:00,2024-03-02 04:08:11,19,16,1.27,5.84,1.0,3
1756,2024-03-03 05:21:00,2024-03-03 05:27:22,2,19,2.36,10.49,1.0,2
1757,2024-03-14 13:18:00,2024-03-14 13:30:32,9,12,5.16,16.31,1.0,2
1758,2024-03-11 13:43:00,2024-03-11 14:06:12,2,19,2.27,8.05,4.0,2
1759,2024-03-19 08:09:00,2024-03-19 08:23:22,17,18,4.59,16.52,4.0,1
1760,2024-03-04 10:30:00,2024-03-04 10:38:55,1,8,0.29,3.93,1.0,2
1761,2024-03-18 02:47:00,2024-03-18 03:03:42,16,9,2.39,9.19,1.0,1
1762,2024-03-07 04:35:00,2024-03-07 04:57:32,10,14,3.62,14.54,1.0,2
1763,2024-03-05 01:14:00,2024-03-05 01:27:45,15,3,2.6,10.51,1.0,2
1764,2024-03-20 14:43:00,2024-03-20 14:56:42,18,16,1.15,5.64,1.0,1
1765,2024-03-07 10:35:00,2024-03-07 10:36:57,13,17,2.9,11.14,1.0,1
1766,2024-03-22 21:45:00,2024-03-22 21:47:31,16,9,3.49,12.53,1.0,1
1767,2024-03-30 07:51:00,2024-03-30 07:55:45,3,17,1.21,6.16,1.0,1
1768,2024-03-28 22:05:00,2024-03-28 22:11:21,17,11,0.55,4.32,1.0,2
1769,2024-03-22 15:48:00,2024-03-22 16:32:21,20,8,4.34,15.29,1.0,1
1770,2024-03-05 19:44:00,2024-03-05 20:12:34,13,6,1.07,5.49,1.0,2
1771,2024-03-12 12:32:00,2024-03-12 12:39:20,2,13,1.58,7.56,1.0,2
1772,2024-03-03 18:59:00,2024-03-03 19:04:30,19,4,7.98,27.41,3.0,1
1773,2024-03-25 15:42:00,2024-03-25 16:49:20,1,20,4.08,15.63,1.0,1
1774,2024-03-24 14:33:00,2024-03-24 15:02:56,15,5,2.94,10.56,1.0,1
1775,2024-03-18 19:31:00,2024-03-18 19:43:21,1,4,1.97,8.32,1.0,1
1776,2024-03-13 19:27:00,2024-03-13 19:49:21,18,12,3.52,13.22,1.0,2
1777,2024-03-12 04:06:00,2024-03-12 04:25:16,10,17,8.63,28.31,1.0,1
1778,2024-03-20 03:01:00,2024-03-20 03:33:05,5,6,3.89,12.54,3.0,1
1779,2024-03-09 23:11:00,2024-03-09 23:15:13,9,5,2.78,9.57,1.0,1
1780,2024-03-02 06:09:00,2024-03-02 06:25:20,2,2,2.0,7.71,1.0,2
1781,2024-03-04 14:42:00,2024-03-04 15:02:30,14,6,1.57,6.69,1.0,2
1782,2024-03-15 19:55:00,2024-03-15 20:22:36,20,10,3.25,13.01,1.0,2
1783,2024-03-22 12:46:00,2024-03-22 12:58:25,11,3,2.11,9.47,1.0,1
1784,2024-03-25 05:30:00,2024-03-25 05:58:30,17,8,4.73,17.91,1.0,2
1785,2024-03-20 04:09:00,2024-03-20 04:20:37,8,12,3.31,13.44,1.0,1
1786,2024-03-27 09:42:00,2024-03-27 10:18:11,18,15,1.15,6.22,1.0,3
1787,2024-03-31 09:50:00,2024-03-31 10:00:31,11,8,0.4,4.02,1.0,1
1788,2024-03-08 06:39:00,2024-03-08 06:57:56,1,11,3.62,14.34,1.0,1
1789,2024-03-30 10:08:00,2024-03-30 10:18:57,8,4,2.87,10.29,1.0,2
1790,2024-03-20 02:08:00,2024-03-20 02:21:14,17,8,5.06,14.37,4.0,1
1791,2024-03-21 22:03:00,2024-03-21 22:23:52,9,13,4.16,12.64,1.0,1
1792,2024-03-23 15:11:00,2024-03-23 15:13:37,8,6,4.47,15.37,2.0,3
1793,2024-03-29 03:50:00,2024-03-29 04:12:01,17,6,4.05,13.08,1.0,1
1794,2024-03-09 15:32:00,2024-03-09 15:59:44,12,8,2.93,9.5,1.0,2
1795,2024-03-10 23:38:00,2024-03-10 23:45:37,19,3,3.92,13.15,2.0,1
1796,2024-03-08 14:12:00,2024-03-08 14:23:49,2,10,3.46,12.8,1.0,1
1797,2024-03-04 06:05:00,2024-03-04 06:07:56,5,19,1.1,5.6,1.0,1
1798,2024-03-04 04:28:00,2024-03-04 04:34:40,16,4,5.39,19.28,1.0,1
1799,2024-03-08 13:04:00,2024-03-08 13:23:46,8,13,1.63,7.64,1.0,1
1800,2024-03-30 18:50:00,2024-03-30 18:59:47,18,14,2.47,10.19,2.0,3
1801,2024-03-28 21:54:00,2024-03-28 22:02:49,17,15,2.29,8.86,2.0,3
1802,2024-03-14 13:41:00,2024-03-14 13:43:48,20,18,2.53,8.97,1.0,2
1803,2024-03-22 03:11:00,2024-03-22 03:27:17,12,7,4.33,15.29,1.0,3
1804,2024-03-12 16:56:00,2024-03-12 17:15:18,14,17,2.29,8.39,2.0,1
1805,2024-03-25 08:25:00,2024-03-25 08:29:03,15,7,3.31,12.81,1.0,2
1806,2024-03-02 23:42:00,2024-03-02 23:43:45,11,2,0.15,3.38,3.0,1
1807,2024-03-31 07:40:00,2024-03-31 07:59:24,13,20,8.54,23.23,1.0,2
1808,2024-03-31 22:29:00,2024-03-31 22:31:43,15,9,1.51,7.7,1.0,2
1809,2024-03-30 18:24:00,2024-03-30 19:09:59,10,8,0.89,5.0,1.0,1
1810,2024-03-29 04:41:00,2024-03-29 04:46:29,17,10,5.72,19.79,1.0,1
1811,2024-03-05 09:09:00,2024-03-05 09:34:16,18,4,3.41,13.87,1.0,1
1812,2024-03-17 08:03:00,2024-03-17 08:25:59,2,3,4.86,15.28,3.0,3
1813,2024-03-25 02:15:50,2024-03-25 02:04:00,10,19,0.1,3.25,4.0,1
1814,2024-03-14 05:26:00,2024-03-14 05:33:12,18,19,0.88,5.59,1.0,2
1815,2024-03-03 12:08:00,2024-03-03 12:21:08,11,15,2.12,8.34,1.0,1
1816,2024-03-27 02:42:00,2024-03-27 02:53:46,15,2,8.02,26.75,2.0,1
1817,2024-03-14 05:50:00,2024-03-14 06:09:19,10,14,4.25,13.8,3.0,1
1818,2024-03-27 08:42:00,2024-03-27 09:01:47,17,20,3.98,15.23,1.0,1
1819,2024-03-27 07:07:00,2024-03-27 07:32:06,7,6,2.21,10.03,1.0,1
1820,2024-03-16 00:45:00,2024-03-16 00:56:03,7,4,6.98,24.01,4.0,1
1821,2024-03-03 22:05:00,2024-03-03 22:33:25,8,11,5.37,15.14,2.0,2
1822,2024-03-25 14:11:00,2024-03-25 14:27:30,6,3,3.79,11.83,1.0,1
1823,2024-03-11 22:52:00,2024-03-11 23:13:00,12,16,1.92,7.65,3.0,1
1824,2024-03-08 16:15:00,2024-03-08 16:24:19,4,1,1.45,7.5,1.0,2
1825,2024-03-15 12:49:00,2024-03-15 13:33:32,20,3,0.91,5.62,3.0,2
1826,2024-03-10 07:47:00,2024-03-10 08:20:50,4,9,6.12,18.84,2.0,1
1827,2024-03-15 11:16:00,2024-03-15 11:26:21,13,18,2.5,10.29,1.0,1
1828,2024-03-25 06:41:00,2024-03-25 06:42:44,16,18,1.4,7.28,1.0,1
1829,2024-03-12 05:14:00,2024-03-12 05:37:16,9,12,3.17,12.73,4.0,1
1830,2024-03-26 01:09:00,2024-03-26 01:29:29,1,15,0.69,5.09,1.0,2
1831,2024-03-07 11:25:00,2024-03-07 11:40:56,6,3,6.48,22.98,1.0,1
1832,2024-03-31 15:33:00,2024-03-31 15:41:08,2,19,2.12,9.18,1.0,1
1833,2024-03-16 13:32:00,2024-03-16 13:45:35,3,13,1.13,5.61,1.0,2
1834,2024-03-16 00:53:00,2024-03-16 01:01:55,3,8,5.69,21.03,1.0,1
1835,2024-03-14 10:00:00,2024-03-14 10:37:43,15,1,1.35,6.41,2.0,3
1836,2024-03-05 00:00:00,2024-03-05 00:03:43,1,15,0.42,4.11,1.0,1
1837,2024-03-14 09:49:00,2024-03-14 10:39:12,3,6,0.99,5.31,1.0,2
1838,2024-03-21 02:42:00,2024-03-21 02:54:42,4,10,0.92,5.22,1.0,2
1839,2024-03-23 23:35:00,2024-03-23 23:44:45,17,19,5.4,15.4,2.0,1
1840,2024-03-31 18:00:00,2024-03-31 18:03:09,5,16,0.76,4.96,1.0,1
1841,2024-03-28 11:39:00,2024-03-28 11:49:18,9,7,3.36,10.95,1.0,2
